user_id,experiment_group,retained_after_experiment,total_sessions,converted_to_paid,monthly_revenue
8499,treatment,1,2,0,0
8500,control,0,2,0,0
8500,treatment,0,2,0,0
8501,control,1,1,0,0
8501,treatment,1,1,0,0
8502,control,0,2,0,0
8502,treatment,1,2,0,0
8503,control,1,2,0,0
8503,treatment,1,2,1,20
8504,control,0,2,0,0
8504,treatment,1,2,1,20
8505,treatment,0,1,0,0
8506,control,1,2,0,0
8506,treatment,1,1,0,0
8507,control,1,2,1,20
8507,treatment,1,1,0,0
8508,control,1,1,1,20
8508,treatment,1,1,0,0
8509,control,0,3,0,0
8509,treatment,1,2,1,20
8510,control,1,1,0,0
8510,treatment,1,2,0,0
8511,control,1,1,0,0
8511,treatment,1,2,0,0
8512,control,0,1,0,0
8513,control,1,2,0,0
8513,treatment,1,2,0,0
8514,control,1,2,0,0
8514,treatment,1,1,0,0
8515,control,1,1,1,20
8515,treatment,1,1,0,0
8516,control,0,1,0,0
8516,treatment,1,1,1,20
8517,control,1,3,1,20
8517,treatment,1,3,1,20
8518,control,0,1,0,0
8518,treatment,1,1,0,0
8519,control,1,2,0,0
8519,treatment,1,3,0,0
8520,control,0,2,0,0
8520,treatment,1,2,0,0
8521,control,0,2,0,0
8521,treatment,0,2,0,0
8522,control,0,1,0,0
8522,treatment,0,1,0,0
8523,control,0,2,0,0
8523,treatment,1,2,1,20
8524,control,1,2,0,0
8524,treatment,1,2,0,0
8525,control,0,1,0,0
8525,treatment,1,1,0,0
8526,control,1,2,1,20
8526,treatment,1,1,0,0
8527,control,0,3,0,0
8527,treatment,1,3,1,20
8528,control,0,2,0,0
8528,treatment,1,2,0,0
8529,control,1,2,0,0
8529,treatment,1,1,0,0
8530,control,1,3,0,0
8530,treatment,0,1,0,0
8531,control,0,1,0,0
8531,treatment,1,1,1,20
8532,control,0,2,0,0
8532,treatment,1,2,0,0
8533,control,0,1,0,0
8533,treatment,1,2,0,0
8534,control,0,1,0,0
8535,control,1,1,0,0
8535,treatment,1,1,1,20
8536,control,1,2,1,20
8536,treatment,1,3,1,20
8537,treatment,0,1,0,0
8538,control,1,3,1,20
8538,treatment,1,2,1,20
8539,control,0,2,0,0
8539,treatment,1,3,0,0
8540,treatment,0,1,0,0
8541,control,1,1,0,0
8541,treatment,1,2,0,0
8542,control,1,2,1,20
8542,treatment,1,2,0,0
8543,control,0,1,0,0
8543,treatment,1,1,0,0
8544,control,1,1,0,0
8544,treatment,1,2,1,20
8545,control,0,2,0,0
8545,treatment,1,2,0,0
8546,control,1,1,0,0
8546,treatment,1,2,0,0
8547,treatment,1,1,0,0
8548,control,0,2,0,0
8548,treatment,1,3,0,0
8549,control,1,2,1,20
8549,treatment,1,2,1,20
8550,control,0,1,0,0
8550,treatment,1,2,0,0
8551,control,1,2,0,0
8551,treatment,1,3,1,20
8552,control,1,2,1,20
8553,control,1,2,0,0
8553,treatment,0,1,0,0
8554,control,0,1,0,0
8554,treatment,1,2,0,0
8555,control,1,3,0,0
8555,treatment,1,2,0,0
8556,control,1,2,0,0
8556,treatment,1,2,1,20
8557,control,0,2,0,0
8557,treatment,1,2,0,0
8558,control,1,2,1,20
8558,treatment,1,2,0,0
8559,control,1,1,0,0
8559,treatment,1,1,0,0
8560,control,1,1,0,0
8561,control,1,2,0,0
8561,treatment,1,2,1,20
8562,control,1,2,1,20
8562,treatment,1,3,0,0
8563,control,0,2,0,0
8563,treatment,1,2,0,0
8564,control,0,3,0,0
8564,treatment,0,1,0,0
8565,control,0,1,0,0
8565,treatment,1,1,0,0
8566,control,1,1,0,0
8566,treatment,1,2,0,0
8567,control,1,2,0,0
8567,treatment,1,2,0,0
8568,control,1,1,1,20
8568,treatment,1,2,0,0
8569,treatment,1,1,1,20
8570,control,1,2,0,0
8570,treatment,1,2,0,0
8571,control,1,2,0,0
8571,treatment,1,3,0,0
8572,treatment,1,1,0,0
8573,control,1,3,0,0
8573,treatment,1,2,0,0
8574,control,1,2,0,0
8574,treatment,1,2,1,20
8575,control,1,2,0,0
8575,treatment,1,3,0,0
8576,control,1,1,0,0
8576,treatment,1,1,0,0
8577,control,0,1,0,0
8577,treatment,0,1,0,0
8578,control,0,1,0,0
8578,treatment,1,1,1,20
8579,control,0,1,0,0
8579,treatment,0,1,0,0
8580,control,0,1,0,0
8580,treatment,1,1,0,0
8581,control,0,1,0,0
8582,control,1,1,0,0
8583,control,0,2,0,0
8583,treatment,1,2,0,0
8584,control,1,1,0,0
8584,treatment,1,1,1,20
8585,control,0,1,0,0
8585,treatment,1,1,0,0
8586,control,0,3,0,0
8586,treatment,1,2,0,0
8587,control,1,1,1,20
8588,control,1,1,0,0
8588,treatment,1,1,1,20
8589,control,1,1,0,0
8589,treatment,1,1,0,0
8590,treatment,1,1,0,0
8591,control,0,1,0,0
8591,treatment,1,3,0,0
8592,control,0,1,0,0
8592,treatment,1,1,1,20
8593,control,0,1,0,0
8593,treatment,1,2,0,0
8594,control,1,2,0,0
8594,treatment,1,2,0,0
8595,control,1,3,0,0
8595,treatment,1,3,0,0
8596,control,1,1,0,0
8596,treatment,1,1,0,0
8597,control,0,1,0,0
8597,treatment,0,1,0,0
8598,control,0,2,0,0
8598,treatment,1,3,0,0
8599,control,1,3,0,0
8599,treatment,1,3,1,20
8600,control,0,2,0,0
8600,treatment,1,2,0,0
8601,control,0,2,0,0
8601,treatment,1,2,0,0
8602,control,1,2,0,0
8602,treatment,1,2,0,0
8603,control,0,2,0,0
8603,treatment,1,2,0,0
8604,control,0,1,0,0
8605,control,0,2,0,0
8605,treatment,1,3,1,20
8606,control,1,1,0,0
8606,treatment,1,1,0,0
8607,control,1,1,0,0
8607,treatment,1,1,0,0
8608,control,1,2,0,0
8608,treatment,1,3,1,20
8609,control,1,1,0,0
8609,treatment,1,1,1,20
8610,control,1,1,0,0
8610,treatment,1,1,0,0
8611,control,1,3,0,0
8611,treatment,1,3,0,0
8612,control,0,1,0,0
8612,treatment,1,1,0,0
8613,treatment,1,1,1,20
8614,control,0,1,0,0
8614,treatment,1,1,1,20
8615,control,1,2,1,20
8615,treatment,1,3,1,20
8616,control,1,1,0,0
8617,control,0,1,0,0
8618,control,1,2,0,0
8618,treatment,1,2,0,0
8619,control,0,3,0,0
8619,treatment,1,2,1,20
8620,control,1,1,0,0
8620,treatment,1,1,0,0
8621,control,1,1,0,0
8622,treatment,1,1,1,20
8623,control,0,3,0,0
8623,treatment,1,2,0,0
8624,treatment,0,1,0,0
8625,control,1,2,0,0
8625,treatment,1,1,1,20
8626,control,1,1,1,20
8626,treatment,0,1,0,0
8627,control,1,2,1,20
8627,treatment,1,3,0,0
8628,control,0,3,0,0
8628,treatment,1,2,0,0
8629,control,1,1,0,0
8629,treatment,1,1,0,0
8630,control,1,2,1,20
8630,treatment,1,2,0,0
8631,treatment,1,1,0,0
8632,control,0,2,0,0
8632,treatment,1,3,0,0
8633,control,1,2,0,0
8633,treatment,0,1,0,0
8634,control,1,3,1,20
8634,treatment,1,3,0,0
8635,control,1,2,0,0
8635,treatment,1,3,0,0
8636,control,1,1,1,20
8636,treatment,0,1,0,0
8637,control,1,2,0,0
8637,treatment,1,2,0,0
8638,control,1,2,1,20
8638,treatment,1,2,0,0
8639,control,1,3,0,0
8639,treatment,1,1,0,0
8640,control,1,1,1,20
8640,treatment,1,2,1,20
8641,control,1,1,0,0
8641,treatment,1,2,1,20
8642,control,1,1,1,20
8642,treatment,1,1,0,0
8643,control,1,2,0,0
8643,treatment,1,1,1,20
8644,control,0,1,0,0
8644,treatment,1,1,0,0
8645,control,1,3,0,0
8645,treatment,1,1,0,0
8646,control,0,1,0,0
8646,treatment,1,1,0,0
8647,control,0,1,0,0
8647,treatment,1,1,0,0
8648,treatment,1,1,0,0
8649,control,0,1,0,0
8649,treatment,1,1,0,0
8650,control,1,2,0,0
8650,treatment,1,1,0,0
8651,control,0,1,0,0
8651,treatment,0,1,0,0
8652,control,0,2,0,0
8652,treatment,1,3,0,0
8653,control,1,2,1,20
8653,treatment,1,1,1,20
8654,control,1,1,0,0
8655,control,1,3,1,20
8655,treatment,1,2,0,0
8656,control,1,1,0,0
8657,control,1,2,0,0
8657,treatment,1,3,0,0
8658,control,1,1,0,0
8658,treatment,1,1,0,0
8659,control,1,1,0,0
8660,control,1,1,0,0
8660,treatment,1,1,1,20
8661,control,0,1,0,0
8661,treatment,1,2,0,0
8662,control,1,1,0,0
8662,treatment,0,1,0,0
8663,control,0,1,0,0
8664,control,1,2,0,0
8664,treatment,1,2,0,0
8665,control,1,3,0,0
8665,treatment,0,2,0,0
8666,control,0,2,0,0
8666,treatment,1,2,0,0
8667,control,0,2,0,0
8667,treatment,1,1,1,20
8668,control,1,3,0,0
8668,treatment,1,3,1,20
8669,control,1,1,0,0
8669,treatment,1,1,0,0
8670,control,1,3,0,0
8670,treatment,1,3,0,0
8671,control,0,3,0,0
8671,treatment,0,2,0,0
8672,control,1,1,0,0
8672,treatment,1,2,0,0
8673,control,0,1,0,0
8673,treatment,1,1,0,0
8674,control,1,2,0,0
8675,control,0,1,0,0
8675,treatment,1,1,1,20
8676,control,1,2,1,20
8676,treatment,0,1,0,0
8677,control,1,3,0,0
8677,treatment,1,2,0,0
8678,treatment,1,1,0,0
8679,control,0,1,0,0
8679,treatment,1,3,0,0
8680,control,1,1,0,0
8681,control,0,2,0,0
8681,treatment,1,1,0,0
8682,control,1,3,1,20
8682,treatment,1,2,0,0
8683,control,1,1,0,0
8683,treatment,1,2,1,20
8684,control,0,2,0,0
8684,treatment,1,2,0,0
8685,control,0,1,0,0
8686,control,0,1,0,0
8686,treatment,0,1,0,0
8687,control,1,1,0,0
8687,treatment,1,1,0,0
8688,control,0,1,0,0
8688,treatment,0,1,0,0
8689,control,0,2,0,0
8689,treatment,1,2,1,20
8690,control,0,1,0,0
8690,treatment,1,2,0,0
8691,control,1,1,0,0
8691,treatment,1,2,0,0
8692,control,0,1,0,0
8692,treatment,0,1,0,0
8693,control,1,2,0,0
8693,treatment,1,3,0,0
8694,control,1,2,1,20
8694,treatment,1,2,1,20
8695,control,0,1,0,0
8695,treatment,0,1,0,0
8696,control,1,3,1,20
8696,treatment,1,3,0,0
8697,control,1,3,0,0
8697,treatment,1,2,0,0
8698,control,0,2,0,0
8698,treatment,1,1,0,0
8699,control,0,1,0,0
8700,control,0,1,0,0
8700,treatment,1,3,1,20
8701,control,0,3,0,0
8701,treatment,1,3,1,20
8702,treatment,1,1,1,20
8703,control,1,2,1,20
8703,treatment,0,2,0,0
8704,control,1,1,0,0
8704,treatment,1,3,0,0
8705,control,0,1,0,0
8705,treatment,1,2,1,20
8706,control,0,2,0,0
8706,treatment,1,2,0,0
8707,control,0,2,0,0
8707,treatment,1,2,0,0
8708,control,1,2,0,0
8708,treatment,1,2,0,0
8709,control,1,2,0,0
8709,treatment,1,3,0,0
8710,treatment,0,1,0,0
8711,control,1,3,0,0
8711,treatment,1,2,0,0
8712,control,1,2,0,0
8712,treatment,1,2,1,20
8713,control,1,2,0,0
8713,treatment,1,3,0,0
8714,control,1,1,0,0
8714,treatment,1,2,0,0
8715,control,0,1,0,0
8715,treatment,1,2,0,0
8716,control,1,2,0,0
8716,treatment,1,2,1,20
8717,control,1,2,1,20
8717,treatment,1,3,0,0
8718,control,0,1,0,0
8718,treatment,1,1,0,0
8719,control,0,1,0,0
8719,treatment,1,2,0,0
8720,control,1,2,1,20
8721,control,1,1,0,0
8721,treatment,1,2,0,0
8722,control,1,2,0,0
8722,treatment,1,2,1,20
8723,control,1,1,0,0
8723,treatment,1,2,0,0
8724,control,1,3,1,20
8724,treatment,1,3,1,20
8725,control,0,3,0,0
8725,treatment,1,3,0,0
8726,control,0,1,0,0
8727,control,0,1,0,0
8727,treatment,0,1,0,0
8728,control,1,3,1,20
8728,treatment,1,1,1,20
8729,treatment,1,1,1,20
8730,control,1,1,0,0
8730,treatment,1,1,0,0
8731,control,1,2,1,20
8731,treatment,1,3,1,20
8732,control,1,2,0,0
8732,treatment,1,2,0,0
8733,control,1,1,0,0
8733,treatment,1,2,1,20
8734,control,1,2,1,20
8734,treatment,1,2,1,20
8735,control,1,2,0,0
8735,treatment,1,1,1,20
8736,control,1,2,1,20
8736,treatment,1,2,0,0
8737,control,0,1,0,0
8737,treatment,1,2,0,0
8738,control,1,2,1,20
8738,treatment,0,1,0,0
8739,control,1,2,0,0
8739,treatment,1,2,0,0
8740,control,0,2,0,0
8740,treatment,1,1,0,0
8741,control,1,1,1,20
8741,treatment,1,1,1,20
8742,treatment,0,1,0,0
8743,control,1,1,1,20
8743,treatment,1,3,1,20
8744,control,1,1,1,20
8744,treatment,1,2,1,20
8745,control,1,2,0,0
8745,treatment,1,1,0,0
8746,control,1,1,0,0
8746,treatment,1,1,0,0
8747,treatment,0,1,0,0
8748,control,0,1,0,0
8748,treatment,1,1,0,0
8749,control,0,2,0,0
8749,treatment,1,2,0,0
8750,control,1,3,0,0
8750,treatment,1,3,1,20
8751,control,0,1,0,0
8751,treatment,1,1,1,20
8752,control,1,1,0,0
8752,treatment,1,2,1,20
8753,control,0,2,0,0
8753,treatment,1,2,0,0
8754,control,0,1,0,0
8755,control,1,2,0,0
8755,treatment,1,2,1,20
8756,control,0,3,0,0
8756,treatment,1,3,1,20
8757,control,0,1,0,0
8758,control,0,1,0,0
8758,treatment,1,1,0,0
8759,control,1,1,1,20
8759,treatment,1,2,0,0
8760,control,1,1,1,20
8760,treatment,0,1,0,0
8761,control,0,1,0,0
8761,treatment,1,1,0,0
8762,treatment,1,1,0,0
8763,treatment,1,1,0,0
8764,control,0,2,0,0
8764,treatment,1,2,1,20
8765,control,1,1,1,20
8765,treatment,0,1,0,0
8766,control,0,1,0,0
8766,treatment,1,1,0,0
8767,control,1,1,0,0
8767,treatment,1,2,0,0
8768,control,0,2,0,0
8768,treatment,1,1,0,0
8769,control,0,1,0,0
8769,treatment,1,1,0,0
8770,control,1,1,0,0
8770,treatment,1,1,0,0
8771,control,1,2,0,0
8771,treatment,1,1,1,20
8772,control,1,2,0,0
8772,treatment,1,1,0,0
8773,control,1,1,0,0
8774,treatment,1,2,0,0
8775,control,1,3,1,20
8775,treatment,1,3,1,20
8776,control,1,2,1,20
8777,control,0,1,0,0
8778,control,1,1,0,0
8778,treatment,1,1,1,20
8779,control,1,2,1,20
8779,treatment,1,2,0,0
8780,control,1,2,0,0
8780,treatment,1,3,1,20
8781,control,0,1,0,0
8781,treatment,1,3,0,0
8782,control,0,1,0,0
8782,treatment,1,2,0,0
8783,control,1,2,1,20
8783,treatment,0,1,0,0
8784,control,1,2,1,20
8784,treatment,0,2,0,0
8785,control,1,1,1,20
8785,treatment,1,1,0,0
8786,control,1,2,0,0
8786,treatment,1,2,0,0
8787,control,0,2,0,0
8787,treatment,1,3,0,0
8788,control,1,1,1,20
8788,treatment,1,1,0,0
8789,control,1,1,0,0
8789,treatment,1,2,1,20
8790,control,0,1,0,0
8791,control,1,1,0,0
8792,control,1,1,0,0
8792,treatment,1,2,0,0
8793,control,1,2,0,0
8793,treatment,1,2,0,0
8794,control,1,2,0,0
8794,treatment,1,2,0,0
8795,control,0,2,0,0
8795,treatment,1,2,0,0
8796,control,1,2,1,20
8796,treatment,0,1,0,0
8797,control,0,1,0,0
8798,control,1,1,1,20
8798,treatment,1,1,0,0
8799,control,1,3,0,0
8799,treatment,1,3,1,20
8800,control,1,2,0,0
8800,treatment,1,1,0,0
8801,control,1,1,1,20
8801,treatment,1,1,0,0
8802,control,1,1,0,0
8802,treatment,1,2,1,20
8803,control,1,2,0,0
8803,treatment,0,1,0,0
8804,control,0,1,0,0
8804,treatment,0,1,0,0
8805,control,0,2,0,0
8805,treatment,1,2,0,0
8806,control,1,2,0,0
8806,treatment,1,2,0,0
8807,control,1,1,0,0
8807,treatment,1,1,0,0
8808,control,0,2,0,0
8808,treatment,1,2,1,20
8809,control,1,3,0,0
8809,treatment,1,3,0,0
8810,treatment,1,2,0,0
8811,control,1,2,0,0
8811,treatment,1,3,0,0
8812,control,1,2,0,0
8812,treatment,1,2,0,0
8813,control,0,2,0,0
8813,treatment,1,2,0,0
8814,control,0,1,0,0
8814,treatment,1,2,0,0
8815,control,0,1,0,0
8815,treatment,1,1,0,0
8816,control,0,3,0,0
8816,treatment,1,1,0,0
8817,control,0,1,0,0
8817,treatment,1,1,0,0
8818,control,0,2,0,0
8818,treatment,1,3,1,20
8819,control,0,2,0,0
8819,treatment,1,2,1,20
8820,control,0,2,0,0
8821,control,1,1,1,20
8821,treatment,1,3,0,0
8822,control,1,2,0,0
8822,treatment,1,2,0,0
8823,control,0,2,0,0
8823,treatment,1,3,0,0
8824,control,1,1,0,0
8825,control,1,1,0,0
8825,treatment,1,1,0,0
8826,control,1,3,0,0
8826,treatment,1,1,1,20
8827,control,0,1,0,0
8827,treatment,1,2,0,0
8828,control,1,1,0,0
8828,treatment,1,1,1,20
8829,control,1,1,0,0
8830,treatment,1,2,0,0
8831,control,1,2,0,0
8831,treatment,1,2,1,20
8832,control,1,2,1,20
8832,treatment,1,2,1,20
8833,control,0,1,0,0
8833,treatment,0,1,0,0
8834,control,1,1,1,20
8834,treatment,1,1,0,0
8835,control,1,1,0,0
8835,treatment,1,1,1,20
8836,control,1,2,1,20
8836,treatment,1,3,1,20
8837,control,0,1,0,0
8837,treatment,1,1,1,20
8838,control,0,1,0,0
8838,treatment,1,2,0,0
8839,treatment,1,3,0,0
8840,control,0,2,0,0
8840,treatment,1,2,0,0
8841,control,1,1,0,0
8841,treatment,1,2,1,20
8842,control,1,2,0,0
8842,treatment,1,3,1,20
8843,control,1,1,1,20
8843,treatment,1,2,0,0
8844,control,1,3,0,0
8844,treatment,1,3,0,0
8845,control,1,1,0,0
8845,treatment,0,1,0,0
8846,control,1,3,0,0
8846,treatment,1,2,0,0
8847,control,0,1,0,0
8847,treatment,1,1,0,0
8848,control,0,1,0,0
8848,treatment,1,1,0,0
8849,control,1,1,1,20
8849,treatment,1,2,0,0
8850,control,1,3,0,0
8850,treatment,1,2,1,20
8851,control,1,2,0,0
8851,treatment,1,3,0,0
8852,control,0,1,0,0
8852,treatment,1,1,0,0
8853,control,1,2,1,20
8853,treatment,1,3,0,0
8854,control,0,3,0,0
8854,treatment,1,3,0,0
8855,control,0,1,0,0
8855,treatment,1,3,0,0
8856,control,1,1,0,0
8856,treatment,1,1,1,20
8857,control,0,1,0,0
8857,treatment,1,1,0,0
8858,control,1,1,0,0
8858,treatment,1,2,0,0
8859,control,0,1,0,0
8859,treatment,1,2,0,0
8860,control,0,1,0,0
8860,treatment,1,2,0,0
8861,control,0,1,0,0
8861,treatment,1,1,0,0
8862,control,1,2,0,0
8862,treatment,1,1,1,20
8863,control,0,2,0,0
8863,treatment,1,1,0,0
8864,control,0,1,0,0
8864,treatment,0,1,0,0
8865,control,1,2,0,0
8865,treatment,1,2,0,0
8866,treatment,1,1,0,0
8867,control,0,3,0,0
8867,treatment,1,2,0,0
8868,control,1,1,0,0
8868,treatment,1,2,0,0
8869,control,0,1,0,0
8870,control,1,3,1,20
8870,treatment,1,2,0,0
8871,control,0,2,0,0
8871,treatment,1,1,0,0
8872,control,1,2,1,20
8872,treatment,0,1,0,0
8873,control,1,2,1,20
8873,treatment,1,3,0,0
8874,control,1,3,0,0
8874,treatment,1,3,0,0
8875,control,1,2,0,0
8875,treatment,1,2,0,0
8876,treatment,1,1,0,0
8877,control,0,1,0,0
8877,treatment,1,2,0,0
8878,control,1,2,0,0
8878,treatment,1,2,0,0
8879,control,0,1,0,0
8879,treatment,1,1,0,0
8880,treatment,1,2,0,0
8881,control,0,1,0,0
8881,treatment,1,3,0,0
8882,control,0,1,0,0
8882,treatment,0,1,0,0
8883,control,0,1,0,0
8883,treatment,1,2,1,20
8884,control,1,1,0,0
8884,treatment,1,1,1,20
8885,control,1,2,0,0
8885,treatment,1,1,0,0
8886,control,1,1,0,0
8886,treatment,1,1,1,20
8887,treatment,1,1,1,20
8888,control,1,3,0,0
8888,treatment,1,2,0,0
8889,control,1,1,0,0
8889,treatment,1,1,0,0
8890,control,0,2,0,0
8890,treatment,1,2,0,0
8891,control,0,1,0,0
8891,treatment,1,2,1,20
8892,control,1,2,1,20
8892,treatment,1,3,1,20
8893,control,0,2,0,0
8893,treatment,1,2,0,0
8894,control,1,2,1,20
8894,treatment,1,3,0,0
8895,control,0,1,0,0
8895,treatment,0,1,0,0
8896,control,1,2,0,0
8896,treatment,1,2,0,0
8897,control,0,1,0,0
8897,treatment,1,2,0,0
8898,control,1,2,0,0
8898,treatment,1,2,0,0
8899,control,0,2,0,0
8899,treatment,1,2,1,20
8900,control,0,3,0,0
8900,treatment,1,3,0,0
8901,control,0,1,0,0
8901,treatment,0,2,0,0
8902,treatment,0,1,0,0
8903,control,1,3,0,0
8903,treatment,1,3,0,0
8904,control,0,1,0,0
8905,control,0,3,0,0
8905,treatment,1,3,1,20
8906,control,1,3,0,0
8906,treatment,1,2,1,20
8907,control,1,1,1,20
8908,control,1,2,0,0
8908,treatment,1,1,0,0
8909,control,1,2,0,0
8909,treatment,1,2,0,0
8910,control,0,1,0,0
8910,treatment,1,1,0,0
8911,control,0,2,0,0
8911,treatment,1,3,0,0
8912,control,1,1,1,20
8912,treatment,1,1,1,20
8913,control,1,3,1,20
8913,treatment,1,2,0,0
8914,control,1,2,1,20
8914,treatment,1,3,0,0
8915,control,1,1,0,0
8915,treatment,1,2,0,0
8916,control,1,1,1,20
8916,treatment,1,1,0,0
8917,control,1,2,1,20
8917,treatment,1,1,0,0
8918,control,1,1,0,0
8918,treatment,1,2,0,0
8919,control,1,3,1,20
8919,treatment,1,3,1,20
8920,control,1,1,1,20
8920,treatment,1,1,0,0
8921,control,0,2,0,0
8921,treatment,1,2,1,20
8922,control,0,1,0,0
8922,treatment,1,2,0,0
8923,control,1,1,0,0
8923,treatment,1,1,0,0
8924,control,0,1,0,0
8924,treatment,1,1,0,0
8925,control,0,2,0,0
8925,treatment,1,1,0,0
8926,control,0,1,0,0
8927,control,1,1,0,0
8927,treatment,1,1,0,0
8928,control,1,2,1,20
8928,treatment,1,3,0,0
8929,control,0,1,0,0
8929,treatment,1,2,0,0
8930,control,1,1,1,20
8930,treatment,1,1,0,0
8931,control,0,1,0,0
8931,treatment,0,1,0,0
8932,control,1,2,0,0
8932,treatment,1,2,1,20
8933,control,1,1,0,0
8933,treatment,1,2,0,0
8934,control,1,1,0,0
8934,treatment,1,1,0,0
8935,control,0,2,0,0
8936,control,1,3,0,0
8936,treatment,1,3,0,0
8937,control,0,2,0,0
8937,treatment,1,1,1,20
8938,control,1,3,0,0
8938,treatment,1,2,1,20
8939,treatment,0,1,0,0
8940,control,0,3,0,0
8940,treatment,1,2,1,20
8941,control,1,2,0,0
8941,treatment,0,1,0,0
8942,control,1,2,0,0
8942,treatment,1,2,0,0
8943,control,0,1,0,0
8944,control,1,1,1,20
8944,treatment,1,2,0,0
8945,control,0,2,0,0
8945,treatment,1,2,0,0
8946,control,1,2,1,20
8946,treatment,1,2,0,0
8947,control,0,1,0,0
8947,treatment,1,1,0,0
8948,control,1,2,0,0
8948,treatment,1,2,1,20
8949,control,1,1,0,0
8949,treatment,1,2,0,0
8950,control,1,2,0,0
8950,treatment,1,2,0,0
8951,control,1,1,0,0
8951,treatment,1,2,0,0
8952,control,1,1,0,0
8953,control,1,3,0,0
8953,treatment,1,2,1,20
8954,control,0,1,0,0
8954,treatment,1,1,1,20
8955,control,0,2,0,0
8955,treatment,1,1,0,0
8956,control,0,1,0,0
8956,treatment,1,1,0,0
8957,control,0,1,0,0
8957,treatment,0,1,0,0
8958,control,0,1,0,0
8958,treatment,1,1,0,0
8959,control,0,2,0,0
8959,treatment,1,1,0,0
8960,control,1,3,0,0
8960,treatment,1,2,1,20
8961,control,0,1,0,0
8961,treatment,1,1,0,0
8962,control,0,2,0,0
8962,treatment,1,2,0,0
8963,control,1,1,1,20
8963,treatment,1,1,0,0
8964,control,0,1,0,0
8964,treatment,1,2,0,0
8965,control,0,1,0,0
8965,treatment,1,2,0,0
8966,control,0,2,0,0
8966,treatment,1,2,0,0
8967,control,1,3,0,0
8967,treatment,1,2,0,0
8968,control,0,1,0,0
8968,treatment,1,1,0,0
8969,control,1,2,0,0
8969,treatment,1,2,0,0
8970,control,0,2,0,0
8970,treatment,0,1,0,0
8971,control,1,2,1,20
8971,treatment,1,3,1,20
8972,control,0,1,0,0
8972,treatment,1,2,0,0
8973,control,1,2,0,0
8973,treatment,1,2,0,0
8974,control,0,1,0,0
8974,treatment,0,1,0,0
8975,control,0,1,0,0
8975,treatment,1,2,1,20
8976,control,1,3,0,0
8976,treatment,1,2,0,0
8977,control,0,1,0,0
8977,treatment,0,1,0,0
8978,control,1,2,0,0
8978,treatment,1,3,0,0
8979,control,0,2,0,0
8979,treatment,1,2,1,20
8980,control,1,2,0,0
8980,treatment,1,2,1,20
8981,control,1,1,0,0
8981,treatment,1,3,1,20
8982,control,1,2,1,20
8982,treatment,1,3,1,20
8983,control,0,1,0,0
8983,treatment,0,1,0,0
8984,control,1,3,0,0
8984,treatment,1,3,0,0
8985,control,1,1,0,0
8985,treatment,1,1,0,0
8986,control,0,2,0,0
8986,treatment,1,2,0,0
8987,control,1,1,0,0
8987,treatment,1,3,1,20
8988,control,0,3,0,0
8988,treatment,1,3,0,0
8989,treatment,1,1,0,0
8990,control,0,1,0,0
8990,treatment,1,2,0,0
8991,control,1,1,1,20
8991,treatment,1,1,0,0
8992,control,0,1,0,0
8992,treatment,1,1,0,0
8993,control,1,1,1,20
8994,control,1,1,0,0
8995,control,1,1,0,0
8996,control,0,2,0,0
8996,treatment,1,2,1,20
8997,control,0,1,0,0
8997,treatment,1,1,0,0
8998,control,0,2,0,0
8998,treatment,1,2,0,0
8999,control,0,1,0,0
8999,treatment,0,1,0,0
9000,control,1,1,0,0
9001,control,0,1,0,0
9001,treatment,1,1,1,20
9002,control,0,2,0,0
9002,treatment,1,2,0,0
9003,control,0,2,0,0
9003,treatment,1,2,1,20
9004,treatment,0,1,0,0
9005,control,1,2,0,0
9005,treatment,1,1,1,20
9006,control,1,1,1,20
9006,treatment,1,2,0,0
9007,control,0,1,0,0
9007,treatment,1,1,0,0
9008,control,1,2,0,0
